assemblea,codice,status,elettori,votanti,perc_votanti,aggiornamento,sezioni_perv,sezioni,coll_uni_perv,coll_uni,sezioni_coll_uni_perv,sk_bianche,sk_nulle,sk_contestate,livello,fine_riparto
scrutiniCI,01210810190,ESERCIZIO,94,67,"71,27",Dato aggiornato al 05/03/2018 - 01:31,1,1,,,,0,2,0,C,
scrutiniCI,01210810200,ESERCIZIO,2455,1821,"74,17",Dato aggiornato al 05/03/2018 - 08:01,3,3,,,,17,54,0,C,
scrutiniCI,01210810210,ESERCIZIO,1297,980,"75,55",Dato aggiornato al 05/03/2018 - 05:08,2,2,,,,11,35,0,C,
scrutiniCI,01210810230,ESERCIZIO,483,372,"77,01",Dato aggiornato al 05/03/2018 - 03:08,1,1,,,,5,13,0,C,
scrutiniCI,01210810270,ESERCIZIO,1720,1291,"75,05",Dato aggiornato al 05/03/2018 - 04:55,2,2,,,,15,42,0,C,
scrutiniCI,01210810290,ESERCIZIO,441,332,"75,28",Dato aggiornato al 05/03/2018 - 03:08,1,1,,,,8,17,0,C,
scrutiniCI,01210810300,ESERCIZIO,2902,2212,"76,22",Dato aggiornato al 05/03/2018 - 04:09,4,4,,,,23,113,0,C,
scrutiniCI,01210810310,ESERCIZIO,614,460,"74,91",Dato aggiornato al 05/03/2018 - 02:17,1,1,,,,7,11,0,C,
scrutiniCI,01210810330,ESERCIZIO,2459,1861,"75,68",Dato aggiornato al 05/03/2018 - 05:47,3,3,,,,18,54,0,C,
scrutiniCI,01210810360,ESERCIZIO,351,264,"75,21",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,10,18,0,C,
scrutiniCI,01210810420,ESERCIZIO,974,786,"80,69",Dato aggiornato al 05/03/2018 - 05:17,1,1,,,,8,25,0,C,
scrutiniCI,01210810430,ESERCIZIO,1224,952,"77,77",Dato aggiornato al 05/03/2018 - 05:49,2,2,,,,9,27,0,C,
scrutiniCI,01210810460,ESERCIZIO,2709,2045,"75,48",Dato aggiornato al 05/03/2018 - 09:26,3,3,,,,20,100,0,C,
scrutiniCI,01210810500,ESERCIZIO,984,742,"75,40",Dato aggiornato al 05/03/2018 - 03:53,2,2,,,,11,41,0,C,
scrutiniCI,01210810520,ESERCIZIO,233,172,"73,81",Dato aggiornato al 05/03/2018 - 03:08,1,1,,,,2,3,0,C,
scrutiniCI,01210810530,ESERCIZIO,464,352,"75,86",Dato aggiornato al 05/03/2018 - 04:42,1,1,,,,3,17,0,C,
scrutiniCI,01210810550,ESERCIZIO,755,591,"78,27",Dato aggiornato al 05/03/2018 - 05:19,1,1,,,,9,36,0,C,
scrutiniCI,01210810560,ESERCIZIO,602,434,"72,09",Dato aggiornato al 05/03/2018 - 03:26,1,1,,,,7,34,0,C,
scrutiniCI,01210810600,ESERCIZIO,1198,955,"79,71",Dato aggiornato al 05/03/2018 - 07:07,2,2,,,,9,31,0,C,
scrutiniCI,01210810650,ESERCIZIO,7522,5473,"72,75",Dato aggiornato al 05/03/2018 - 05:20,9,9,,,,49,161,0,C,
scrutiniCI,01210810660,ESERCIZIO,362,259,"71,54",Dato aggiornato al 05/03/2018 - 02:55,2,2,,,,1,8,0,C,
scrutiniCI,01210810700,ESERCIZIO,843,637,"75,56",Dato aggiornato al 05/03/2018 - 05:48,2,2,,,,7,30,0,C,
scrutiniCI,01210810710,ESERCIZIO,139,115,"82,73",Dato aggiornato al 05/03/2018 - 02:17,1,1,,,,1,14,0,C,
scrutiniCI,01210810730,ESERCIZIO,277,198,"71,48",Dato aggiornato al 05/03/2018 - 01:49,1,1,,,,1,7,0,C,
scrutiniCI,01210810750,ESERCIZIO,1684,1319,"78,32",Dato aggiornato al 05/03/2018 - 07:35,3,3,,,,13,84,0,C,
scrutiniCI,01210810770,ESERCIZIO,161,103,"63,97",Dato aggiornato al 05/03/2018 - 01:26,1,1,,,,1,10,0,C,
scrutiniCI,01210810810,ESERCIZIO,316,245,"77,53",Dato aggiornato al 05/03/2018 - 03:23,1,1,,,,6,16,0,C,
scrutiniCI,01210810820,ESERCIZIO,198,151,"76,26",Dato aggiornato al 05/03/2018 - 01:53,1,1,,,,2,6,0,C,
scrutiniCI,01210810840,ESERCIZIO,14922,11106,"74,42",Dato aggiornato al 05/03/2018 - 08:13,20,20,,,,105,443,7,C,
scrutiniCI,01210810860,ESERCIZIO,1229,941,"76,56",Dato aggiornato al 05/03/2018 - 05:05,2,2,,,,12,77,0,C,
scrutiniCI,01210810890,ESERCIZIO,219,171,"78,08",Dato aggiornato al 05/03/2018 - 01:16,1,1,,,,5,11,0,C,
scrutiniCI,01210810900,ESERCIZIO,477,384,"80,50",Dato aggiornato al 05/03/2018 - 03:36,1,1,,,,4,15,0,C,
scrutiniCI,01210810920,ESERCIZIO,2655,1849,"69,64",Dato aggiornato al 05/03/2018 - 03:33,4,4,,,,14,78,0,C,
scrutiniCI,01210810930,ESERCIZIO,404,314,"77,72",Dato aggiornato al 05/03/2018 - 04:03,1,1,,,,10,32,0,C,
scrutiniCI,01210810940,ESERCIZIO,768,587,"76,43",Dato aggiornato al 05/03/2018 - 05:06,1,1,,,,8,23,0,C,
scrutiniCI,01210810960,ESERCIZIO,7408,5549,"74,90",Dato aggiornato al 05/03/2018 - 04:56,11,11,,,,46,195,0,C,
scrutiniCI,01210810990,ESERCIZIO,3915,2877,"73,48",Dato aggiornato al 05/03/2018 - 05:46,4,4,,,,38,99,0,C,
scrutiniCI,01210811000,ESERCIZIO,1695,1227,"72,38",Dato aggiornato al 05/03/2018 - 05:01,2,2,,,,12,70,0,C,
scrutiniCI,01210811020,ESERCIZIO,2140,1715,"80,14",Dato aggiornato al 05/03/2018 - 05:34,3,3,,,,18,61,0,C,
scrutiniCI,01210811030,ESERCIZIO,641,513,"80,03",Dato aggiornato al 05/03/2018 - 05:29,1,1,,,,5,16,0,C,
scrutiniCI,01210811050,ESERCIZIO,2646,1834,"69,31",Dato aggiornato al 05/03/2018 - 02:55,4,4,,,,23,82,0,C,
scrutiniCI,01210811060,ESERCIZIO,235,158,"67,23",Dato aggiornato al 05/03/2018 - 01:58,1,1,,,,3,11,0,C,
scrutiniCI,01210811070,ESERCIZIO,1338,1013,"75,71",Dato aggiornato al 05/03/2018 - 09:26,3,3,,,,12,50,0,C,
scrutiniCI,01210811110,ESERCIZIO,959,712,"74,24",Dato aggiornato al 05/03/2018 - 03:56,2,2,,,,11,29,0,C,
scrutiniCI,01210811160,ESERCIZIO,179,124,"69,27",Dato aggiornato al 05/03/2018 - 01:56,1,1,,,,4,9,0,C,
scrutiniCI,01210811170,ESERCIZIO,816,660,"80,88",Dato aggiornato al 05/03/2018 - 03:20,1,1,,,,6,23,0,C,
scrutiniCI,01210811190,ESERCIZIO,41,32,"78,04",Dato aggiornato al 05/03/2018 - 00:51,1,1,,,,0,5,0,C,
scrutiniCI,01210811220,ESERCIZIO,334,232,"69,46",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,2,16,0,C,
scrutiniCI,01210811230,ESERCIZIO,18562,13994,"75,39",Dato aggiornato al 05/03/2018 - 16:00,25,25,,,,160,491,1,C,
scrutiniCI,01210811260,ESERCIZIO,3953,3030,"76,65",Dato aggiornato al 05/03/2018 - 04:28,5,5,,,,22,114,0,C,
scrutiniCI,01210811290,ESERCIZIO,155,109,"70,32",Dato aggiornato al 05/03/2018 - 01:13,1,1,,,,2,3,0,C,
scrutiniCI,01210811300,ESERCIZIO,1526,1126,"73,78",Dato aggiornato al 05/03/2018 - 04:41,2,2,,,,11,45,0,C,
scrutiniCI,01210811310,ESERCIZIO,355,278,"78,30",Dato aggiornato al 05/03/2018 - 01:37,1,1,,,,3,8,0,C,
scrutiniCI,01210811320,ESERCIZIO,1251,965,"77,13",Dato aggiornato al 05/03/2018 - 09:26,3,3,,,,13,36,0,C,
scrutiniCI,01210811350,ESERCIZIO,932,763,"81,86",Dato aggiornato al 05/03/2018 - 05:21,2,2,,,,7,32,0,C,
scrutiniCI,01210811360,ESERCIZIO,298,233,"78,18",Dato aggiornato al 05/03/2018 - 01:07,1,1,,,,4,7,0,C,
scrutiniCI,01210811390,ESERCIZIO,452,359,"79,42",Dato aggiornato al 05/03/2018 - 04:19,1,1,,,,5,15,0,C,
scrutiniCI,01210811410,ESERCIZIO,368,285,"77,44",Dato aggiornato al 05/03/2018 - 03:13,1,1,,,,5,7,0,C,
scrutiniCI,01210811440,ESERCIZIO,3268,2416,"73,92",Dato aggiornato al 05/03/2018 - 04:15,4,4,,,,28,99,0,C,
scrutiniCI,01210811480,ESERCIZIO,912,690,"75,65",Dato aggiornato al 05/03/2018 - 04:46,2,2,,,,3,20,0,C,
scrutiniCI,01210811490,ESERCIZIO,66,45,"68,18",Dato aggiornato al 05/03/2018 - 01:32,1,1,,,,0,2,0,C,
scrutiniCI,01210811500,ESERCIZIO,663,462,"69,68",Dato aggiornato al 05/03/2018 - 03:35,2,2,,,,5,39,0,C,
scrutiniCI,01210811530,ESERCIZIO,312,235,"75,32",Dato aggiornato al 05/03/2018 - 02:14,2,2,,,,2,20,0,C,
scrutiniCI,01210811570,ESERCIZIO,761,561,"73,71",Dato aggiornato al 05/03/2018 - 03:52,1,1,,,,7,25,0,C,
scrutiniCI,01210811580,ESERCIZIO,2705,2121,"78,41",Dato aggiornato al 05/03/2018 - 07:59,3,3,,,,32,86,0,C,
scrutiniCI,01210811630,ESERCIZIO,113,83,"73,45",Dato aggiornato al 05/03/2018 - 00:47,1,1,,,,0,2,0,C,
scrutiniCI,01210811640,ESERCIZIO,5505,4172,"75,78",Dato aggiornato al 05/03/2018 - 07:42,7,7,,,,21,188,0,C,
scrutiniCI,01210811641,ESERCIZIO,245,188,"76,73",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,6,12,0,C,
scrutiniCI,01210811670,ESERCIZIO,1146,922,"80,45",Dato aggiornato al 05/03/2018 - 04:30,2,2,,,,9,32,0,C,
scrutiniCI,01210811690,ESERCIZIO,639,502,"78,56",Dato aggiornato al 05/03/2018 - 04:30,1,1,,,,3,13,0,C,
scrutiniCI,01210811720,ESERCIZIO,998,781,"78,25",Dato aggiornato al 05/03/2018 - 09:26,1,1,,,,10,35,0,C,
scrutiniCI,01210811730,ESERCIZIO,675,524,"77,62",Dato aggiornato al 05/03/2018 - 04:24,1,1,,,,5,25,0,C,
scrutiniCI,01210811750,ESERCIZIO,361,296,"81,99",Dato aggiornato al 05/03/2018 - 03:29,1,1,,,,0,2,0,C,
scrutiniCI,01210811770,ESERCIZIO,3122,2356,"75,46",Dato aggiornato al 05/03/2018 - 05:55,4,4,,,,16,72,0,C,
scrutiniCI,01210811780,ESERCIZIO,182,146,"80,21",Dato aggiornato al 05/03/2018 - 02:27,1,1,,,,2,8,0,C,
scrutiniCI,01210811810,ESERCIZIO,443,352,"79,45",Dato aggiornato al 05/03/2018 - 01:34,1,1,,,,4,18,0,C,
scrutiniCI,01210811830,ESERCIZIO,626,491,"78,43",Dato aggiornato al 05/03/2018 - 03:53,1,1,,,,5,20,0,C,
scrutiniCI,01210811840,ESERCIZIO,473,353,"74,63",Dato aggiornato al 05/03/2018 - 04:01,1,1,,,,6,24,0,C,
scrutiniCI,01210811920,ESERCIZIO,1089,818,"75,11",Dato aggiornato al 05/03/2018 - 04:02,1,1,,,,14,44,0,C,
scrutiniCI,01210811940,ESERCIZIO,2601,1853,"71,24",Dato aggiornato al 05/03/2018 - 04:42,4,4,,,,26,91,0,C,
scrutiniCI,01210811990,ESERCIZIO,622,479,"77,00",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,7,15,0,C,
scrutiniCI,01210812000,ESERCIZIO,415,268,"64,57",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,5,14,0,C,
scrutiniCI,01210812010,ESERCIZIO,268,228,"85,07",Dato aggiornato al 05/03/2018 - 00:14,1,1,,,,1,6,0,C,
scrutiniCI,01210812011,ESERCIZIO,278,208,"74,82",Dato aggiornato al 05/03/2018 - 02:27,1,1,,,,3,10,0,C,
scrutiniCI,01210812020,ESERCIZIO,858,664,"77,38",Dato aggiornato al 05/03/2018 - 05:06,1,1,,,,19,35,0,C,
scrutiniCI,01210812040,ESERCIZIO,48,26,"54,16",Dato aggiornato al 05/03/2018 - 01:06,1,1,,,,0,0,0,C,
scrutiniCI,01210812080,ESERCIZIO,2035,1536,"75,47",Dato aggiornato al 05/03/2018 - 05:24,3,3,,,,24,73,0,C,
scrutiniCI,01210812090,ESERCIZIO,9860,7055,"71,55",Dato aggiornato al 05/03/2018 - 08:39,12,12,,,,59,250,0,C,
scrutiniCI,01210812100,ESERCIZIO,1258,973,"77,34",Dato aggiornato al 05/03/2018 - 07:27,2,2,,,,6,41,3,C,
scrutiniCI,01210812120,ESERCIZIO,2522,2045,"81,08",Dato aggiornato al 05/03/2018 - 07:21,3,3,,,,10,57,0,C,
scrutiniCI,01210812130,ESERCIZIO,1372,992,"72,30",Dato aggiornato al 05/03/2018 - 03:15,2,2,,,,11,40,0,C,
scrutiniCI,01210812140,ESERCIZIO,2156,1674,"77,64",Dato aggiornato al 05/03/2018 - 05:57,3,3,,,,15,71,0,C,
scrutiniCI,01210812150,ESERCIZIO,265,163,"61,50",Dato aggiornato al 05/03/2018 - 02:22,1,1,,,,3,6,0,C,
scrutiniCI,01210812210,ESERCIZIO,634,381,"60,09",Dato aggiornato al 05/03/2018 - 05:46,1,1,,,,14,37,0,C,
scrutiniCI,01210812230,ESERCIZIO,1482,1110,"74,89",Dato aggiornato al 05/03/2018 - 04:10,2,2,,,,9,38,0,C,
scrutiniCI,01210812240,ESERCIZIO,388,311,"80,15",Dato aggiornato al 05/03/2018 - 03:08,1,1,,,,3,8,0,C,
scrutiniCI,01210812260,ESERCIZIO,1214,926,"76,27",Dato aggiornato al 05/03/2018 - 04:32,2,2,,,,4,19,0,C,
scrutiniCI,01210812280,ESERCIZIO,3244,2522,"77,74",Dato aggiornato al 05/03/2018 - 09:45,4,4,,,,32,209,0,C,
scrutiniCI,01210812290,ESERCIZIO,283,233,"82,33",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,4,9,0,C,
scrutiniCI,01210812310,ESERCIZIO,3908,3023,"77,35",Dato aggiornato al 05/03/2018 - 07:39,4,4,,,,14,160,0,C,
scrutiniCI,01210812340,ESERCIZIO,1997,1449,"72,55",Dato aggiornato al 05/03/2018 - 05:23,3,3,,,,15,43,0,C,
scrutiniCI,01210812360,ESERCIZIO,2589,1950,"75,31",Dato aggiornato al 05/03/2018 - 04:52,3,3,,,,16,63,0,C,
scrutiniCI,01210812370,ESERCIZIO,670,529,"78,95",Dato aggiornato al 05/03/2018 - 04:12,2,2,,,,5,34,0,C,
scrutiniCI,01210812380,ESERCIZIO,8013,6279,"78,36",Dato aggiornato al 05/03/2018 - 09:26,10,10,,,,55,297,0,C,
scrutiniCI,01210812410,ESERCIZIO,223,176,"78,92",Dato aggiornato al 05/03/2018 - 02:14,1,1,,,,1,10,0,C,
scrutiniCI,01210812510,ESERCIZIO,655,527,"80,45",Dato aggiornato al 05/03/2018 - 03:08,2,2,,,,4,15,0,C,
scrutiniCI,01210812540,ESERCIZIO,404,310,"76,73",Dato aggiornato al 05/03/2018 - 04:18,1,1,,,,6,21,0,C,
scrutiniCI,01210812560,ESERCIZIO,1265,895,"70,75",Dato aggiornato al 05/03/2018 - 06:52,2,2,,,,15,53,0,C,
scrutiniCI,01210812570,ESERCIZIO,797,566,"71,01",Dato aggiornato al 05/03/2018 - 03:21,1,1,,,,7,27,0,C,
scrutiniCI,01210812580,ESERCIZIO,213,154,"72,30",Dato aggiornato al 05/03/2018 - 04:38,1,1,,,,1,6,0,C,
scrutiniCI,01210812590,ESERCIZIO,5023,3924,"78,12",Dato aggiornato al 05/03/2018 - 05:45,8,8,,,,33,182,0,C,
scrutiniCI,01210812610,ESERCIZIO,615,445,"72,35",Dato aggiornato al 05/03/2018 - 05:24,1,1,,,,9,27,0,C,
scrutiniCI,01210812631,ESERCIZIO,495,377,"76,16",Dato aggiornato al 05/03/2018 - 03:29,1,1,,,,1,7,0,C,
scrutiniCI,01210812660,ESERCIZIO,104,66,"63,46",Dato aggiornato al 05/03/2018 - 01:38,1,1,,,,5,7,0,C,
scrutiniCI,01210812680,ESERCIZIO,291,181,"62,19",Dato aggiornato al 05/03/2018 - 01:31,1,1,,,,4,19,0,C,
scrutiniCI,01210812681,ESERCIZIO,437,297,"67,96",Dato aggiornato al 05/03/2018 - 02:32,1,1,,,,7,27,0,C,
scrutiniCI,01210812720,ESERCIZIO,181,130,"71,82",Dato aggiornato al 05/03/2018 - 02:07,1,1,,,,2,2,0,C,
scrutiniCI,01210812741,ESERCIZIO,622,505,"81,18",Dato aggiornato al 05/03/2018 - 05:21,1,1,,,,8,29,0,C,
scrutiniCI,01210812750,ESERCIZIO,2403,1837,"76,44",Dato aggiornato al 05/03/2018 - 02:55,3,3,,,,30,93,0,C,
scrutiniCI,01210812760,ESERCIZIO,91,65,"71,42",Dato aggiornato al 05/03/2018 - 00:08,1,1,,,,0,3,0,C,
scrutiniCI,01210812761,ESERCIZIO,673,493,"73,25",Dato aggiornato al 05/03/2018 - 02:17,1,1,,,,3,35,0,C,
scrutiniCI,01210812770,ESERCIZIO,1174,894,"76,14",Dato aggiornato al 05/03/2018 - 03:21,2,2,,,,12,42,0,C,
scrutiniCI,01210812820,ESERCIZIO,660,505,"76,51",Dato aggiornato al 05/03/2018 - 03:42,2,2,,,,11,23,0,C,
scrutiniCI,01210812830,ESERCIZIO,195,162,"83,07",Dato aggiornato al 05/03/2018 - 01:33,1,1,,,,0,12,0,C,
scrutiniCI,01210812840,ESERCIZIO,704,429,"60,93",Dato aggiornato al 05/03/2018 - 05:24,1,1,,,,10,32,0,C,
scrutiniCI,01210812850,ESERCIZIO,425,355,"83,52",Dato aggiornato al 05/03/2018 - 01:49,1,1,,,,2,10,0,C,
scrutiniCI,01210812880,ESERCIZIO,974,747,"76,69",Dato aggiornato al 05/03/2018 - 03:38,1,1,,,,7,27,0,C,
scrutiniCI,01210812970,ESERCIZIO,1050,784,"74,66",Dato aggiornato al 05/03/2018 - 03:57,2,2,,,,9,38,0,C,
scrutiniCI,01210812980,ESERCIZIO,432,327,"75,69",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,7,19,0,C,
scrutiniCI,01210812990,ESERCIZIO,895,606,"67,70",Dato aggiornato al 05/03/2018 - 03:57,3,3,,,,6,31,0,C,
scrutiniCI,01220810090,ESERCIZIO,1551,1284,"82,78",Dato aggiornato al 05/03/2018 - 06:06,2,2,,,,12,34,0,C,
scrutiniCI,01220810120,ESERCIZIO,874,720,"82,37",Dato aggiornato al 05/03/2018 - 04:32,1,1,,,,4,20,0,C,
scrutiniCI,01220810180,ESERCIZIO,2976,2382,"80,04",Dato aggiornato al 05/03/2018 - 05:42,4,4,,,,19,68,0,C,
scrutiniCI,01220810280,ESERCIZIO,9464,7507,"79,32",Dato aggiornato al 05/03/2018 - 09:26,11,11,,,,41,241,0,C,
scrutiniCI,01220810340,ESERCIZIO,6838,5219,"76,32",Dato aggiornato al 05/03/2018 - 07:35,8,8,,,,52,246,0,C,
scrutiniCI,01220810370,ESERCIZIO,361,283,"78,39",Dato aggiornato al 05/03/2018 - 02:55,1,1,,,,2,10,0,C,
scrutiniCI,01220810390,ESERCIZIO,1256,925,"73,64",Dato aggiornato al 05/03/2018 - 05:32,2,2,,,,9,30,3,C,
scrutiniCI,01220810470,ESERCIZIO,5914,4436,"75,00",Dato aggiornato al 05/03/2018 - 11:33,8,8,,,,50,179,0,C,
scrutiniCI,01220810590,ESERCIZIO,1513,1142,"75,47",Dato aggiornato al 05/03/2018 - 11:42,2,2,,,,12,51,0,C,
scrutiniCI,01220810620,ESERCIZIO,10772,8227,"76,37",Dato aggiornato al 05/03/2018 - 13:56,12,12,,,,65,317,0,C,
scrutiniCI,01220810630,ESERCIZIO,1389,1100,"79,19",Dato aggiornato al 05/03/2018 - 05:20,2,2,,,,7,49,0,C,
